

23:04:11.465372:
-3778 | -196 | -1215 | -29 | 482 | -67 | 6 | -11 | 4 | 
-5733 | -1284 | -641 | -29 | 482 | -67 | 6 | -11 | 4 | 
-82 | 1567 | -2166 | -29 | 482 | -67 | 6 | -11 | 4 | 
-3047 | 216 | -1087 | -29 | 482 | -67 | 6 | -11 | 4 | 
-2576 | 715 | -1314 | -29 | 482 | -67 | 6 | -11 | 4 | 
-4283 | 578 | -799 | -29 | 482 | -67 | 6 | -11 | 4 | 
-3945 | 393 | -465 | -29 | 482 | -67 | 6 | -11 | 4 | 
-4173 | -703 | -360 | -29 | 482 | -67 | 6 | -11 | 4 | 
-3825 | 535 | 121 | -29 | 482 | -67 | 6 | -11 | 4 | 
-4757 | 136 | 1728 | -29 | 482 | -67 | 6 | -11 | 4 | 
-4323 | 1117 | 1582 | -29 | 482 | -67 | 6 | -11 | 4 | 
-5833 | 1343 | -1100 | -29 | 482 | -67 | 6 | -11 | 4 | 
-5023 | 2353 | -31 | -29 | 482 | -67 | 6 | -11 | 4 | 
-5120 | 2411 | 1765 | -29 | 482 | -67 | 6 | -11 | 4 | 
-3706 | 3547 | -687 | -29 | 482 | -67 | 6 | -11 | 4 | 
-4058 | 1763 | -976 | -29 | 482 | -67 | 6 | -11 | 4 | 
-5367 | 918 | -1052 | -29 | 482 | -67 | 6 | -11 | 4 | 
-4300 | 1259 | -1398 | -29 | 482 | -67 | 6 | -11 | 4 | 
-3686 | 1863 | -1409 | -29 | 482 | -67 | 6 | -11 | 4 | 
-2327 | 1268 | 439 | -29 | 482 | -67 | 6 | -11 | 4 | 
-4276 | 2616 | -756 | -29 | 482 | -67 | 6 | -11 | 4 | 
-8085 | 1932 | -1959 | -29 | 482 | -67 | 6 | -11 | 4 | 
-4582 | 2182 | -1585 | -29 | 482 | -67 | 6 | -11 | 4 | 
-9866 | 2733 | -972 | -29 | 482 | -67 | 6 | -11 | 4 | 
-9967 | 3455 | -1468 | -29 | 482 | -67 | 6 | -11 | 4 | 
-10706 | 4077 | -252 | -29 | 482 | -67 | 6 | -11 | 4 | 
-11136 | 3359 | -367 | -29 | 482 | -67 | 6 | -11 | 4 | 
-11241 | 2631 | -405 | -29 | 482 | -67 | 6 | -11 | 4 | 
-9430 | 2737 | -1186 | -29 | 482 | -67 | 6 | -11 | 4 | 
-11731 | 3349 | -2067 | -29 | 482 | -67 | 6 | -11 | 4 | 
-10860 | 2628 | -3892 | -29 | 482 | -67 | 6 | -11 | 4 | 
-6357 | 691 | -1358 | -29 | 482 | -67 | 6 | -11 | 4 | 
-5798 | 1764 | -1932 | -29 | 482 | -67 | 6 | -11 | 4 | 
-3276 | 2796 | -1155 | -29 | 482 | -67 | 6 | -11 | 4 | 
-2827 | 1016 | -760 | -29 | 482 | -67 | 6 | -11 | 4 | 
-1751 | 701 | -851 | -29 | 482 | -67 | 6 | -11 | 4 | 
-1144 | 1584 | -1489 | -29 | 482 | -67 | 6 | -11 | 4 | 
-1355 | 1863 | -1529 | -29 | 482 | -67 | 6 | -11 | 4 | 
-1389 | 879 | -1659 | -29 | 482 | -67 | 6 | -11 | 4 | 
-1733 | 1613 | -1430 | -29 | 482 | -67 | 6 | -11 | 4 | 
-178 | 2345 | -1276 | -29 | 482 | -67 | 6 | -11 | 4 | 
317 | 1809 | -2252 | -29 | 482 | -67 | 6 | -11 | 4 | 
-561 | 1285 | -4598 | -29 | 482 | -67 | 6 | -11 | 4 | 
-564 | 1343 | -2441 | -29 | 482 | -67 | 6 | -11 | 4 | 
-829 | 1129 | -1726 | -29 | 482 | -67 | 6 | -11 | 4 | 
-698 | 1211 | -1722 | -29 | 482 | -67 | 6 | -11 | 4 | 
-751 | 1231 | -1744 | -29 | 482 | -67 | 6 | -11 | 4 | 
-741 | 1234 | -1751 | -29 | 482 | -67 | 6 | -11 | 4 | 
-740 | 1220 | -1752 | -29 | 482 | -67 | 6 | -11 | 4 | 
23:04:28.763894:

18:04:12.176283:
1 | 436 | -1407 | 35 | 503 | -54 | -14 | 8 | -17 | 
-64 | 384 | -1438 | 35 | 503 | -54 | -14 | 8 | -17 | 
-54 | 389 | -1399 | 35 | 503 | -54 | -14 | 8 | -17 | 
-15 | 430 | -1417 | 35 | 503 | -54 | -14 | 8 | -17 | 
-55 | 414 | -1372 | 35 | 503 | -54 | -14 | 8 | -17 | 
-18 | 456 | -1410 | 35 | 503 | -54 | -14 | 8 | -17 | 
-55 | 422 | -1403 | 35 | 503 | -54 | -14 | 8 | -17 | 
-20 | 450 | -1407 | 35 | 503 | -54 | -14 | 8 | -17 | 
-58 | 521 | -1410 | 35 | 503 | -54 | -14 | 8 | -17 | 
-93 | 437 | -1333 | 35 | 503 | -54 | -14 | 8 | -17 | 
-19 | 435 | -1403 | 35 | 503 | -54 | -14 | 8 | -17 | 
-62 | 473 | -1376 | 35 | 503 | -54 | -14 | 8 | -17 | 
-68 | 464 | -1391 | 35 | 503 | -54 | -14 | 8 | -17 | 
18 | 471 | -1444 | 35 | 503 | -54 | -14 | 8 | -17 | 
-99 | 429 | -1330 | 35 | 503 | -54 | -14 | 8 | -17 | 
-67 | 469 | -1437 | 35 | 503 | -54 | -14 | 8 | -17 | 
-51 | 407 | -1401 | 35 | 503 | -54 | -14 | 8 | -17 | 
-37 | 428 | -1346 | 35 | 503 | -54 | -14 | 8 | -17 | 
-33 | 396 | -1386 | 35 | 503 | -54 | -14 | 8 | -17 | 
-30 | 370 | -1387 | 35 | 503 | -54 | -14 | 8 | -17 | 
-84 | 354 | -1409 | 35 | 503 | -54 | -14 | 8 | -17 | 
-52 | 431 | -1415 | 35 | 503 | -54 | -14 | 8 | -17 | 
-46 | 450 | -1378 | 35 | 503 | -54 | -14 | 8 | -17 | 
8 | 455 | -1402 | 35 | 503 | -54 | -14 | 8 | -17 | 
72 | 402 | -1445 | 35 | 503 | -54 | -14 | 8 | -17 | 
-25 | 507 | -1430 | 35 | 503 | -54 | -14 | 8 | -17 | 
-84 | 436 | -1368 | 35 | 503 | -54 | -14 | 8 | -17 | 
-54 | 415 | -1379 | 35 | 503 | -54 | -14 | 8 | -17 | 
-10 | 460 | -1376 | 35 | 503 | -54 | -14 | 8 | -17 | 
-47 | 546 | -1394 | 35 | 503 | -54 | -14 | 8 | -17 | 
-7 | 385 | -1461 | 35 | 503 | -54 | -14 | 8 | -17 | 
-59 | 470 | -1364 | 35 | 503 | -54 | -14 | 8 | -17 | 
-79 | 426 | -1390 | 35 | 503 | -54 | -14 | 8 | -17 | 
-35 | 486 | -1418 | 35 | 503 | -54 | -14 | 8 | -17 | 
-13 | 408 | -1352 | 35 | 503 | -54 | -14 | 8 | -17 | 
-13 | 472 | -1416 | 35 | 503 | -54 | -14 | 8 | -17 | 
-59 | 457 | -1438 | 35 | 503 | -54 | -14 | 8 | -17 | 
-49 | 437 | -1407 | 35 | 503 | -54 | -14 | 8 | -17 | 
-113 | 432 | -1378 | 35 | 503 | -54 | -14 | 8 | -17 | 
-20 | 398 | -1406 | 35 | 503 | -54 | -14 | 8 | -17 | 
-19 | 378 | -1419 | 35 | 503 | -54 | -14 | 8 | -17 | 
-49 | 442 | -1366 | 35 | 503 | -54 | -14 | 8 | -17 | 
18:04:16.887408:
